Product Name,SKU,Price,Description,Image URL,Link
2010 Florio Marsala Vergine Riserva,1787867,$79.99,"The Florio Marsala Vergine Riserva 2010 is a prestigious and rare expression of Marsala, showcasing the art of fortified winemaking from the historic Cantine Florio, founded in 1833. Located in Marsala, Sicily, the winery has been a leader in producing high-quality Marsala wines, upholding the region's deep-rooted winemaking traditions. The Vergine style represents the purest form of Marsala, with no added sweetness, focusing on the natural characteristics of the wine and its maturation process.

Produced from Grillo grapes, the 2010 vintage is aged for ...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1787867&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=236
"2021 Istine ""Vigna Istine"" Chianti Classico Gran Selezione",1783664,$59.99,"97 points Vinous: ""The 2021 Chianti Classico Gran Selezione Vigna Istine is laced with hints of lavender, mint, blue/purplish fruit and spice. This offers a striking interplay of Radda energy with a bit more mid-palate richness and overall textural intensity than the Casanova dell’Aia. This is such a vibrant, explosive wine.""  K&L Notes: The Istine ""Vigna Istine"" Chianti Classico Gran Selezione is a single-vineyard wine from the Istine estate, produced from the best Sangiovese grapes. The Gran Selezione designation represents the top tier of Chianti Clas...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1783664&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=237
"2021 Istine ""Vigna Casanova"" Chianti Classico Gran Selezione",1783666,$59.99,"96 points Vinous: ""The 2021 Chianti Classico Gran Selezione Vigna Casanova dell'Aia is a picture-perfect example of Radda. Sage, mint, white pepper, crushed rocks, mint and dried herbs give the 2021 its intensely floral/savory/mineral style. Readers will find a Gran Selezione endowed with tons of tension and pure mineral drive. This has really come along since I tasted it last year.""  K&L Notes: The 2021 Istine Chianti Classico Gran Selezione Vigna Casanova is a top-tier Sangiovese, sourced from the single-vineyard Casanova in Radda in Chianti. As a Gran...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1783666&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=238
Laherte Freres Brut Nature Blanc de Noirs Champagne,1644628,$59.99,,https://cdn.klwines.com/images/skus/1644628m.jpg,https://www.klwines.com/p/i?i=1644628&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=239
The Pathfinder Hemp and Root Non-Alcoholic Spirit (700ml),1725437,$39.99,"The non-alcoholic spirit space is quickly filling up, but only a very few are worth your time and money. Pathfinder is perhaps the best non-alcoholic spirit like option available. It is made from hemp (and possesses no psychoactive ingredients) and features many botanicals you'd be likely to find in traditional Amari of Italy. The end result is something that looks, feels, and tastes like the real thing, but will leave you feeling refreshed and enegetic the next morning. It plays well in cocktails as a modifier or as the star of the show. Let your creati...",https://cdn.klwines.com/images/skus/1725437m.jpg,https://www.klwines.com/p/i?i=1725437&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=240
"Pegasus Distillerie ""Orion"" Gin (700ml)",1785109,$39.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1785109&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=241
"Maguey Melate ""Papalometl "" Noel Ortega Puebla Uncertified Mezcal (375ml) (Previously $60)",1640948,$34.99,"45.80% ABV  CITY OF ORIGIN:San luis Atolotitla, caltepec, puebla AGAVE MATURITY:8-10 years, wild TIME IN EARTH OVEN:7 days GRINDER METHOD:mallet and canoe FERMENTATION VAT TYPE:wood FERMENTATION DURATION:7-12 days WATER SOURCE:well STILL TYPE:copper NUMBER OF DESTILATIONS: 2  PRODUCED: March 2022 BATCH NUMBER: NOE-PAP-001",https://cdn.klwines.com/images/skus/1640948m.jpg,https://www.klwines.com/p/i?i=1640948&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=242
"2022 San Marzano ""Edda"" Chardonnay Bianco Salento IGP",1787849,$19.99,"The San Marzano ""Edda"" Chardonnay Bianco Salento IGP is an elegant and distinctive white wine from Salento, located in the heart of Puglia. Produced by the San Marzano winery, which has been crafting quality wines since 1962, this wine reflects the region's Mediterranean influence and the winery's commitment to tradition and innovation. The name ""Edda"", meaning ""she"" in the local dialect, emphasizes the wine's delicate and feminine character.

While primarily made from Chardonnay, the blend includes small amounts of native varietals such as Fiano and Mos...",https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1787849&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=243
"2022 Domaine François Carillon Puligny-Montrachet 1er Cru ""Combettes""",1757843,$199.99,"95 points Decanter: ""The Combettes comes from 0.80 hectares near the border with Meursault. The grapes are carefully sorted before being pressed as whole clusters and fermented in cask (25% new). The result is among the richest wines in the cellar, with a dense, almost tropical character to the fruit. There is more butter and hazelnut than the incisive flintiness of the Perrières bottling, but this wine carries its weight well. With a few years in the bottle, this should open nicely and drink well for decades.(CC)"" (01/2024)   92-95 points Jasper Morris:...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757843&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=244
"2022 Domaine François Carillon Puligny-Montrachet 1er Cru ""Les Perrières""",1757845,$199.99,"96 points Decanter: ""This powerful, thrilling wine has ripe green apple and pear aromas and hints of flint, smoke, and spice. A racy acidity, even from the heat of the 2022 vintage, carries the impressively dense extract to an interminable finish. The grapes are from two parcels that François Carillon farms in the centre of Puligny Perrières, north of Boillot's monopole Clos de la Mouchère. They are pressed as whole clusters and fermented in cask (15% new), where they age for a year, followed by a further year in tank.(CC)"" (01/2024)   93-96 points Jaspe...",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1757845&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=245
Courvoisier VS Cognac (750ml),690004,$25.39,"92 points Wine Enthusiast: ""Mild oak and almond aromas lead the nose. Dried fig, raisin and baked apple sit beneath a light blanket of vanilla, exiting with brisk baking spice and a flicker of alcohol heat.  *Top 100 Spirits of 2022* (KN)"" (10/2022)   K&L Notes: Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 days to receive this product.  Made primarily of Fins Bois with a touch of Petite Champagne that has been aged in th...",https://cdn.klwines.com/images/skus/690004m.jpg,https://www.klwines.com/p/i?i=690004&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=246
"2021 Turley ""Brandlin Vineyard"" Mt. Veeder Zinfandel",1705882,$49.95,"95 points Wine Advocate: ""The 2021 Zinfandel Brandlin Ranch has a deep ruby color and a black cherry core that unfurls to accents of dried herbs, chocolate and apricot. The medium-bodied palate offers concentrated yet detailed fruit, supple tannins and refreshing acidity that calls you in for another sip. (EB)"" (06/2023)   91-93 points Vinous: ""The 2021 Zinfandel Brandlin Vineyard emerges from a site on Mt. Veeder. Elegant and perfumed, with terrific brightness, the Brandlin is super-expressive right out of the gate. Bright red-toned fruit, chalk, mint, ...",https://cdn.klwines.com/images/skus/1705882m.jpg,https://www.klwines.com/p/i?i=1705882&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=247
2011 Marc de Hospices de Beaune Marc de Bourgogne (750ml),1709020,$129.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1709020&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=248
"2021 Istine ""Vigna Cavarchione"" Chianti Classico Gran Selezione",1783665,$59.90,"96 points Vinous: ""The 2021 Chianti Classico Gran Selezione Vigna Cavarchione is a polished, sensual wine. Black cherry, plum, lavender, sage, menthol and licorice build effortlessly in a Gran Selezione that captures all the textural richness that is typical of this sector in Gaiole. Ripe, finessed tannins wrap it all together.""  K&L Notes: The 2021 Istine ""Vigna Cavarchione"" Chianti Classico Gran Selezione is a single-vineyard expression from the Radda in Chianti area, highlighting the purity and elegance of Sangiovese. As a Gran Selezione, this wine re...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1783665&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=249
"2018 Meteor ""Perseid - Estate"" Coombsville Cabernet Sauvignon (Elsewhere $150)",1600870,Hidden,"97 points Vinous: ""The 2018 Cabernet Sauvignon Perseid from Meteor Vineyard is heady and explosive right out of the glass. A rich concoction of raspberry jam, spice, mocha, dried flowers, menthol and licorice blasts out of the glass. Deep, unctuous and full-bodied, the Perseid is just stunning in its beauty. It is also one of Napa Valley's under the radar gems. I don't hear much about the Meteor Cabernets, which is a real shame. The 2018 Perseid is a total stunner. Don't miss it. (AG)"" (01/2021)",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1600870&searchId=b6a75789-c4ac-4d93-b612-a1617636fdf7&searchServiceName=klwines-prod-productsearch&searchRank=250
"Cellarmaker Brewing Company ""Investment Danking"" West Coast DIPA, California (16oz. can)",1788143,$6.24,"DUE TO CELLARMAKER BREWING COMPANY'S HIGH STANDARDS AND COMMITMENT TO KEEPING THEIR BEER FRESH, K&L CANNOT SHIP OR TRANSFER CELLARMAKER BEERS OUTSIDE OF THE SAN FRANCISCO BAY AREA. THIS INCLUDES ALL DELIVERY OR WILL CALL ORDERS TO SOUTHERN CALIFORNIA OR OUT OF STATE.  From the brewery: ""What do we want lower? Interest rates! What do we want higher? Hoppiness! Investment Danking is a collaborative West Coast Double IPA with Alvarado Street Brewery distributing dividends of intensity. A diversified portfolio of Simcoe Cryo, Galaxy, Citra and Chinook hops d...",https://cdn.klwines.com/images/skus/beer-genericm.jpg,https://www.klwines.com/p/i?i=1788143&searchId=05371739-96de-4d99-8330-6152b437aba7&searchServiceName=klwines-prod-productsearch&searchRank=251
"2022 Paul Lato ""Done & Done - Rincon Vineyard"" Arroyo Grande Valley Chardonnay",1772255,$69.95,"97 points Vinous: ""The 2022 Chardonnay Rincon Vineyard Done & Done is gorgeous. Ample, sweeping and dramatic, the 2022 is a grand Chardonnay. Lemon confit, marzipan, sage, white flowers, chalk and mint build effortlessly. All the elements are so beautifully balanced in a dramatic white that hits all the right notes. Sadly, there are just four barrels to go around. This is a special wine. Don't miss it.""",https://cdn.klwines.com/images/skus/shiner_white_burgundy_m.jpg,https://www.klwines.com/p/i?i=1772255&searchId=05371739-96de-4d99-8330-6152b437aba7&searchServiceName=klwines-prod-productsearch&searchRank=252
"2022 Peter Michael ""l'Esprit des Pavots"" Knights Valley Bordeaux Blend",1785210,$139.95,,https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1785210&searchId=05371739-96de-4d99-8330-6152b437aba7&searchServiceName=klwines-prod-productsearch&searchRank=253
Etter Zuger Framboise Eau de Vie (375ml),1297902,$39.99,,https://cdn.klwines.com/images/skus/1297902m.jpg,https://www.klwines.com/p/i?i=1297902&searchId=05371739-96de-4d99-8330-6152b437aba7&searchServiceName=klwines-prod-productsearch&searchRank=254
"2018 Nemerever ""Estate - Complement"" Oakville Cabernet Sauvignon (Elsewhere $125)",1781612,Hidden,"94 points Jeb Dunnuck: ""The 2018 Cabernet Sauvignon Estate comes from the Oakville appellation and reveals a dense purple hue as well as a perfumed, expressive bouquet of red and blue fruits, exotic spice, new leather, violets, and sandalwood. Beautiful on the palate, with a round, expansive, seamless mouthfeel, ripe tannins, and beautiful overall balance, this hedonistic yet classy Oakville Cabernet is going to evolve gracefully for 15-20 years. It's a beauty, and certainly the finest wine I've tasted from this estate."" (01/2021)   93 points Decanter: ""...",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1781612&searchId=05371739-96de-4d99-8330-6152b437aba7&searchServiceName=klwines-prod-productsearch&searchRank=255
Firefly Sweet Tea Flavored Vodka (750ml),1045684,$24.99,"Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-5 days before product can be shipped!! Firefly Sweet Tea Vodka is made on Wadmalaw Island, 30 miles South of Charleston, South Carolina.  From the New York Times, ""The vodka is distilled, in part, from wine of Muscadine grapes, native to Southern states. Some of the tea that is infused in the vodka, after sugar is baked into the leaves, is grown on the Charleston Tea Plantation,...",https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1045684&searchId=05371739-96de-4d99-8330-6152b437aba7&searchServiceName=klwines-prod-productsearch&searchRank=256
